Series,Surface,Round,dj_pts,dj_rank,dj_odds,opp_pts,opp_rank,opp_odds,dj_win,age,is_outdoor,is_five_sets,5SMA
Masters 1000,Clay,The Final,11030,2,2.1,12900,1,1.72,1,27,1,0,0.8
Grand Slam,Clay,2nd Round,11850,2,1.01,1060,42,21.0,1,27,1,1,0.8
Grand Slam,Clay,3rd Round,11850,2,1.02,1410,26,19.0,1,27,1,1,1.0
Grand Slam,Clay,4th Round,11850,2,1.1,2315,14,7.0,1,27,1,1,1.0
Grand Slam,Clay,Quarterfinals,11850,2,1.07,2975,9,9.0,1,27,1,1,1.0
Grand Slam,Clay,Semifinals,11850,2,1.1,2050,17,7.0,1,27,1,1,1.0
Grand Slam,Clay,The Final,11850,2,2.2,12500,1,1.66,0,27,1,1,1.0
Grand Slam,Grass,1st Round,12330,2,1.01,852,56,26.0,1,27,1,1,1.0
Grand Slam,Grass,2nd Round,12330,2,1.03,1085,38,15.0,1,27,1,1,0.8
Grand Slam,Grass,3rd Round,12330,2,1.01,1005,44,21.0,1,27,1,1,0.8
Grand Slam,Grass,4th Round,12330,2,1.08,1775,17,8.0,1,27,1,1,0.8
Grand Slam,Grass,Quarterfinals,12330,2,1.08,1350,29,8.0,1,27,1,1,0.8
Grand Slam,Grass,Semifinals,12330,2,1.25,2595,13,4.0,1,27,1,1,0.8
Grand Slam,Grass,The Final,12330,2,1.61,4945,4,2.4,1,27,1,1,1.0
Masters 1000,Hard,2nd Round,13130,1,1.07,1545,22,9.0,1,27,1,0,1.0
Masters 1000,Hard,3rd Round,13130,1,1.12,1910,15,6.0,0,27,1,0,1.0
Masters 1000,Hard,2nd Round,12860,1,1.05,1145,31,11.0,1,27,1,0,1.0
Masters 1000,Hard,3rd Round,12860,1,1.1,1735,20,7.0,0,27,1,0,0.8
Grand Slam,Hard,1st Round,12770,1,1.002,656,79,34.0,1,27,1,1,0.8
Grand Slam,Hard,2nd Round,12770,1,1.01,649,81,26.0,1,27,1,1,0.6
Grand Slam,Hard,3rd Round,12770,1,1.01,820,57,21.0,1,27,1,1,0.6
Grand Slam,Hard,4th Round,12770,1,1.04,1505,25,13.0,1,27,1,1,0.6
Grand Slam,Hard,Quarterfinals,12770,1,1.25,3150,9,4.0,1,27,1,1,0.8
Grand Slam,Hard,Semifinals,12770,1,1.1,2680,11,7.0,0,27,1,1,0.8
ATP500,Hard,1st Round,12150,1,1.04,1040,38,13.0,1,27,1,0,1.0
ATP500,Hard,2nd Round,12150,1,1.03,965,41,15.0,1,27,1,0,0.8
ATP500,Hard,Quarterfinals,12150,1,1.16,3710,10,5.0,1,27,1,0,0.8
ATP500,Hard,Semifinals,12150,1,1.3,3365,11,3.5,1,27,1,0,0.8
ATP500,Hard,The Final,12150,1,1.14,4115,6,5.5,1,27,1,0,0.8
Masters 1000,Hard,2nd Round,12150,1,1.03,1024,39,15.0,1,27,1,0,0.8
Masters 1000,Hard,3rd Round,12150,1,1.02,642,85,19.0,1,27,1,0,1.0
Masters 1000,Hard,Quarterfinals,12150,1,1.1,4495,5,7.0,1,27,1,0,1.0
Masters 1000,Hard,Semifinals,12150,1,1.33,8170,3,3.4,0,27,1,0,1.0
Masters 1000,Hard,2nd Round,11510,1,1.14,1460,24,5.5,1,27,0,0,1.0
Masters 1000,Hard,3rd Round,11510,1,1.16,1735,21,5.0,1,27,0,0,0.8
Masters 1000,Hard,Quarterfinals,11510,1,1.36,4295,8,3.25,1,27,0,0,0.8
Masters 1000,Hard,Semifinals,11510,1,1.2,4355,7,4.5,1,27,0,0,0.8
Masters 1000,Hard,The Final,11510,1,1.16,3930,10,5.0,1,27,0,0,0.8
Masters Cup,Hard,Round Robin,10010,1,1.12,4150,9,6.0,1,27,0,0,0.8
Masters Cup,Hard,Round Robin,10010,1,1.14,4895,4,5.5,1,27,0,0,1.0
Masters Cup,Hard,Round Robin,10010,1,1.07,4465,7,9.0,1,27,0,0,1.0
Masters Cup,Hard,Semifinals,10010,1,1.07,4625,5,9.0,1,27,0,0,1.0
ATP250,Hard,1st Round,11360,1,1.03,711,68,15.0,1,28,1,0,1.0
ATP250,Hard,2nd Round,11360,1,1.02,781,57,17.0,1,28,1,0,1.0
ATP250,Hard,Quarterfinals,11360,1,1.05,1320,27,11.0,0,28,1,0,1.0
Grand Slam,Hard,1st Round,11405,1,1.01,487,116,26.0,1,28,1,1,1.0
Grand Slam,Hard,2nd Round,11405,1,1.01,595,88,26.0,1,28,1,1,0.8
Grand Slam,Hard,3rd Round,11405,1,1.03,1135,33,15.0,1,28,1,1,0.8
Grand Slam,Hard,4th Round,11405,1,1.02,964,42,17.0,1,28,1,1,0.8
Grand Slam,Hard,Quarterfinals,11405,1,1.11,4575,8,6.5,1,28,1,1,0.8
Grand Slam,Hard,Semifinals,11405,1,1.22,5370,4,4.33,1,28,1,1,0.8
Grand Slam,Hard,The Final,11405,1,1.44,4675,6,2.75,1,28,1,1,1.0
ATP500,Hard,1st Round,13045,1,1.02,785,63,15.0,1,28,1,0,1.0
ATP500,Hard,2nd Round,13045,1,1.01,521,107,21.0,1,28,1,0,1.0
ATP500,Hard,Quarterfinals,13045,1,1.01,538,104,26.0,1,28,1,0,1.0
ATP500,Hard,Semifinals,13045,1,1.11,4460,8,6.5,1,28,1,0,1.0
ATP500,Hard,The Final,13045,1,1.44,9205,2,2.75,0,28,1,0,1.0
Masters 1000,Hard,2nd Round,13205,1,1.02,788,61,17.0,1,28,1,0,1.0
Masters 1000,Hard,3rd Round,13205,1,1.01,730,68,26.0,1,28,1,0,0.8
Masters 1000,Hard,4th Round,13205,1,1.1,1720,20,7.0,1,28,1,0,0.8
Masters 1000,Hard,Semifinals,13205,1,1.3,5425,4,3.5,1,28,1,0,0.8
Masters 1000,Hard,The Final,13205,1,1.5,9205,2,2.62,1,28,1,0,0.8
Masters 1000,Hard,2nd Round,13205,1,1.02,1065,41,17.0,1,28,1,0,0.8
Masters 1000,Hard,3rd Round,13205,1,1.02,603,84,19.0,1,28,1,0,1.0
Masters 1000,Hard,4th Round,13205,1,1.04,760,65,13.0,1,28,1,0,1.0
Masters 1000,Hard,Quarterfinals,13205,1,1.11,4580,7,6.5,1,28,1,0,1.0
Masters 1000,Hard,Semifinals,13205,1,1.14,1450,24,5.5,1,28,1,0,1.0
Masters 1000,Hard,The Final,13205,1,1.28,5695,4,3.75,1,28,1,0,1.0
Masters 1000,Clay,2nd Round,13205,1,1.02,742,67,19.0,1,28,1,0,1.0
Masters 1000,Clay,3rd Round,13205,1,1.01,876,52,21.0,1,28,1,0,1.0
Masters 1000,Clay,Quarterfinals,13205,1,1.04,3360,10,13.0,1,28,1,0,1.0
Masters 1000,Clay,Semifinals,13205,1,1.4,5255,5,3.0,1,28,1,0,1.0
Masters 1000,Clay,The Final,13205,1,1.07,4510,8,9.0,1,28,1,0,1.0
Masters 1000,Clay,2nd Round,13845,1,1.03,290,174,15.0,1,28,1,0,1.0
Masters 1000,Clay,3rd Round,13845,1,1.02,714,68,19.0,1,28,1,0,1.0
Masters 1000,Clay,Quarterfinals,13845,1,1.2,5040,6,4.5,1,28,1,0,1.0
Masters 1000,Clay,Semifinals,13845,1,1.12,4310,8,6.0,1,28,1,0,1.0
Masters 1000,Clay,The Final,13845,1,1.36,8645,2,3.25,1,28,1,0,1.0
Grand Slam,Clay,1st Round,13845,1,1.002,603,87,34.0,1,28,1,1,1.0
Grand Slam,Clay,2nd Round,13845,1,1.002,868,55,34.0,1,28,1,1,1.0
Grand Slam,Clay,3rd Round,13845,1,1.005,619,84,29.0,1,28,1,1,1.0
Grand Slam,Clay,4th Round,13845,1,1.02,1625,21,19.0,1,28,1,1,1.0
Grand Slam,Clay,Quarterfinals,13845,1,1.33,4570,7,3.4,1,28,1,1,1.0
Grand Slam,Clay,Semifinals,13845,1,1.16,7040,3,5.0,1,28,1,1,1.0
Grand Slam,Clay,The Final,13845,1,1.12,3845,9,6.0,0,28,1,1,1.0
Grand Slam,Grass,1st Round,13845,1,1.03,1195,33,15.0,1,28,1,1,1.0
Grand Slam,Grass,2nd Round,13845,1,1.005,564,92,34.0,1,28,1,1,0.8
Grand Slam,Grass,3rd Round,13845,1,1.02,1355,26,17.0,1,28,1,1,0.8
Grand Slam,Grass,4th Round,13845,1,1.03,2090,14,15.0,1,28,1,1,0.8
Grand Slam,Grass,Quarterfinals,13845,1,1.08,3540,9,7.5,1,28,1,1,0.8
Grand Slam,Grass,Semifinals,13845,1,1.06,1610,20,10.0,1,28,1,1,0.8
Grand Slam,Grass,The Final,13845,1,1.83,9665,2,2.0,1,28,1,1,1.0
Masters 1000,Hard,2nd Round,13755,1,1.01,1145,33,21.0,1,28,1,0,1.0
Masters 1000,Hard,3rd Round,13755,1,1.04,1115,35,13.0,1,28,1,0,1.0
Masters 1000,Hard,Quarterfinals,13755,1,1.04,585,87,11.0,1,28,1,0,1.0
Masters 1000,Hard,Semifinals,13755,1,1.04,925,49,13.0,1,28,1,0,1.0
Masters 1000,Hard,The Final,13755,1,1.44,7840,3,2.75,0,28,1,0,1.0
Masters 1000,Hard,2nd Round,14265,1,1.03,1000,42,15.0,1,28,1,0,1.0
Masters 1000,Hard,3rd Round,14265,1,1.06,2090,14,10.0,1,28,1,0,0.8
Masters 1000,Hard,Quarterfinals,14265,1,1.25,5575,5,4.0,1,28,1,0,0.8
Masters 1000,Hard,Semifinals,14265,1,1.1,750,66,7.0,1,28,1,0,0.8
Masters 1000,Hard,The Final,14265,1,1.9,8065,3,1.9,0,28,1,0,0.8
Grand Slam,Hard,2nd Round,14865,1,1.005,870,52,34.0,1,28,1,1,0.8
Grand Slam,Hard,3rd Round,14865,1,1.01,1430,25,26.0,1,28,1,1,0.8
Grand Slam,Hard,4th Round,14865,1,1.005,1510,23,26.0,1,28,1,1,0.8
Grand Slam,Hard,Quarterfinals,14865,1,1.02,1665,19,15.0,1,28,1,1,0.8
Grand Slam,Hard,Semifinals,14865,1,1.12,3550,9,6.0,1,28,1,1,0.8
Grand Slam,Hard,The Final,14865,1,1.66,9065,2,2.2,1,28,1,1,0.8
ATP500,Hard,1st Round,15645,1,1.03,790,59,11.0,1,28,1,0,1.0
ATP500,Hard,2nd Round,15645,1,1.002,230,219,41.0,1,28,1,0,1.0
ATP500,Hard,Quarterfinals,15645,1,1.08,2280,13,8.0,1,28,1,0,1.0
ATP500,Hard,Semifinals,15645,1,1.07,3945,7,9.0,1,28,1,0,1.0
ATP500,Hard,The Final,15645,1,1.1,3770,8,7.0,1,28,1,0,1.0
Masters 1000,Hard,2nd Round,15785,1,1.01,990,44,21.0,1,28,1,0,1.0
Masters 1000,Hard,3rd Round,15785,1,1.03,1725,17,15.0,1,28,1,0,1.0
Masters 1000,Hard,Quarterfinals,15785,1,1.01,1585,20,21.0,1,28,1,0,1.0
Masters 1000,Hard,Semifinals,15785,1,1.28,8640,2,3.75,1,28,1,0,1.0
Masters 1000,Hard,The Final,15785,1,1.06,1990,15,10.0,1,28,1,0,1.0
Masters 1000,Hard,2nd Round,15785,1,1.03,1080,40,13.0,1,28,0,0,1.0
Masters 1000,Hard,3rd Round,15785,1,1.04,2100,15,13.0,1,28,0,0,1.0
Masters 1000,Hard,Quarterfinals,15785,1,1.1,4730,5,7.0,1,28,0,0,1.0
Masters 1000,Hard,Semifinals,15785,1,1.12,6585,4,6.0,1,28,0,0,1.0
Masters 1000,Hard,The Final,15785,1,1.25,8070,3,4.0,1,28,0,0,1.0
Masters Cup,Hard,Round Robin,15285,1,1.05,4035,8,11.0,1,28,0,0,1.0
Masters Cup,Hard,Round Robin,15285,1,1.3,7340,3,3.5,0,28,0,0,1.0
Masters Cup,Hard,Round Robin,15285,1,1.06,4620,6,10.0,1,28,0,0,1.0
Masters Cup,Hard,Semifinals,15285,1,1.2,4630,5,4.5,1,28,0,0,0.8
Masters Cup,Hard,The Final,15285,1,1.44,7340,3,2.75,1,28,0,0,0.8
ATP250,Hard,1st Round,16585,1,1.01,493,118,21.0,1,29,1,0,0.8
ATP250,Hard,2nd Round,16585,1,1.02,900,49,15.0,1,29,1,0,0.8
ATP250,Hard,Quarterfinals,16585,1,1.01,1150,35,21.0,1,29,1,0,0.8
ATP250,Hard,Semifinals,16585,1,1.07,4620,6,9.0,1,29,1,0,1.0
ATP250,Hard,The Final,16585,1,1.14,5230,5,5.5,1,29,1,0,1.0
Grand Slam,Hard,1st Round,16790,1,1.002,821,52,41.0,1,29,1,1,1.0
Grand Slam,Hard,3rd Round,16790,1,1.01,1290,29,26.0,1,29,1,1,1.0
Grand Slam,Hard,4th Round,16790,1,1.01,2145,15,21.0,1,29,1,1,1.0
Grand Slam,Hard,Quarterfinals,16790,1,1.12,4235,7,6.0,1,29,1,1,1.0
Grand Slam,Hard,Semifinals,16790,1,1.3,8165,3,3.5,1,29,1,1,1.0
Grand Slam,Hard,The Final,16790,1,1.2,8945,2,5.0,1,29,1,1,1.0
ATP500,Hard,1st Round,16790,1,1.02,1035,41,17.0,1,29,1,0,1.0
ATP500,Hard,2nd Round,16790,1,1.005,486,121,34.0,1,29,1,0,1.0
Masters 1000,Hard,2nd Round,16540,1,1.005,397,149,29.0,1,29,1,0,1.0
Masters 1000,Hard,3rd Round,16540,1,1.1,1330,30,7.0,1,29,1,0,1.0
Masters 1000,Hard,4th Round,16540,1,1.07,1630,21,9.0,1,29,1,0,1.0
Masters 1000,Hard,Quarterfinals,16540,1,1.11,2950,9,6.5,1,29,1,0,1.0
Masters 1000,Hard,Semifinals,16540,1,1.14,4810,5,5.5,1,29,1,0,1.0
Masters 1000,Hard,The Final,16540,1,1.14,2410,14,5.5,1,29,1,0,1.0
Masters 1000,Hard,2nd Round,16540,1,1.01,623,87,23.0,1,29,1,0,1.0
Masters 1000,Hard,3rd Round,16540,1,1.01,1146,38,26.0,1,29,1,0,1.0
Masters 1000,Hard,4th Round,16540,1,1.1,2510,14,7.0,1,29,1,0,1.0
Masters 1000,Hard,Quarterfinals,16540,1,1.08,3810,7,8.0,1,29,1,0,1.0
Masters 1000,Hard,Semifinals,16540,1,1.07,2290,15,9.0,1,29,1,0,1.0
Masters 1000,Hard,The Final,16540,1,1.14,4070,6,5.5,1,29,1,0,1.0
Masters 1000,Clay,2nd Round,16540,1,1.01,840,55,23.0,0,29,1,0,1.0
Masters 1000,Clay,2nd Round,15550,1,1.05,1015,40,11.0,1,29,1,0,1.0
Masters 1000,Clay,3rd Round,15550,1,1.04,2015,17,13.0,1,29,1,0,0.8
Masters 1000,Clay,Quarterfinals,15550,1,1.1,2740,10,7.0,1,29,1,0,0.8
Masters 1000,Clay,Semifinals,15550,1,1.12,4290,6,6.0,1,29,1,0,0.8
Masters 1000,Clay,The Final,15550,1,1.25,7925,2,4.0,1,29,1,0,0.8
Masters 1000,Clay,2nd Round,16550,1,1.005,558,103,34.0,1,29,1,0,0.8
Masters 1000,Clay,3rd Round,16550,1,1.04,1080,37,13.0,1,29,1,0,1.0
Masters 1000,Clay,Quarterfinals,16550,1,1.36,5675,5,3.4,1,29,1,0,1.0
Masters 1000,Clay,Semifinals,16550,1,1.14,4290,6,5.5,1,29,1,0,1.0
Masters 1000,Clay,The Final,16550,1,1.44,7525,3,2.75,0,29,1,0,1.0
Grand Slam,Clay,2nd Round,16150,1,1.005,331,161,34.0,1,29,1,1,1.0
Grand Slam,Clay,3rd Round,16150,1,1.005,765,66,34.0,1,29,1,1,0.8
Grand Slam,Clay,4th Round,16150,1,1.01,2015,16,21.0,1,29,1,1,0.8
Grand Slam,Clay,Quarterfinals,16150,1,1.06,2850,8,10.0,1,29,1,1,0.8
Grand Slam,Clay,Semifinals,16150,1,1.08,2430,15,8.0,1,29,1,1,0.8
Grand Slam,Clay,The Final,16150,1,1.3,8435,2,3.5,1,29,1,1,0.8
Grand Slam,Grass,1st Round,16950,1,1.005,309,177,34.0,1,29,1,1,1.0
Grand Slam,Grass,2nd Round,16950,1,1.005,880,55,34.0,1,29,1,1,1.0
Grand Slam,Grass,3rd Round,16950,1,1.01,1075,41,26.0,0,29,1,1,1.0
Masters 1000,Hard,2nd Round,15040,1,1.03,1230,37,15.0,1,29,1,0,1.0
Masters 1000,Hard,3rd Round,15040,1,1.03,451,129,15.0,1,29,1,0,0.8
Masters 1000,Hard,Quarterfinals,15040,1,1.1,3490,8,7.0,1,29,1,0,0.8
Masters 1000,Hard,Semifinals,15040,1,1.1,2440,14,7.0,1,29,1,0,0.8
Masters 1000,Hard,The Final,15040,1,1.11,4290,6,6.5,1,29,1,0,0.8
Grand Slam,Hard,1st Round,14840,1,1.01,216,247,26.0,1,29,1,1,0.8
Grand Slam,Hard,4th Round,14840,1,1.06,679,84,10.0,1,29,1,1,1.0
Grand Slam,Hard,Semifinals,14840,1,1.14,2835,12,5.5,1,29,1,1,1.0
Grand Slam,Hard,The Final,14840,1,1.33,4980,3,3.4,0,29,1,1,1.0
Masters 1000,Hard,2nd Round,13540,1,1.04,885,50,13.0,1,29,1,0,1.0
Masters 1000,Hard,3rd Round,13540,1,1.03,456,131,15.0,1,29,1,0,0.8
Masters 1000,Hard,Quarterfinals,13540,1,1.02,537,110,15.0,1,29,1,0,0.8
Masters 1000,Hard,Semifinals,13540,1,1.14,1950,19,5.5,0,29,1,0,0.8
Masters 1000,Hard,2nd Round,12900,1,1.08,1255,34,8.0,1,29,0,0,0.8
Masters 1000,Hard,3rd Round,12900,1,1.11,2035,18,6.5,1,29,0,0,0.6
Masters 1000,Hard,Quarterfinals,12900,1,1.18,3100,10,4.5,0,29,0,0,0.8
Masters Cup,Hard,Round Robin,10780,2,1.12,3215,9,6.0,1,29,0,0,0.8
Masters Cup,Hard,Round Robin,10780,2,1.22,5050,4,4.33,1,29,0,0,0.6
Masters Cup,Hard,Round Robin,10780,2,1.1,2780,11,7.0,1,29,0,0,0.6
Masters Cup,Hard,Semifinals,10780,2,1.22,4705,5,4.33,1,29,0,0,0.8
Masters Cup,Hard,The Final,10780,2,1.53,11185,1,2.5,0,29,0,0,0.8
ATP250,Hard,1st Round,11780,2,1.03,758,63,15.0,1,30,1,0,0.8
ATP250,Hard,2nd Round,11780,2,1.02,722,71,19.0,1,30,1,0,0.8
ATP250,Hard,Quarterfinals,11780,2,1.02,558,107,17.0,1,30,1,0,0.8
ATP250,Hard,Semifinals,11780,2,1.08,1035,42,8.0,1,30,1,0,0.8
ATP250,Hard,The Final,11780,2,2.3,12410,1,1.61,1,30,1,0,0.8
Grand Slam,Hard,1st Round,11780,2,1.06,1105,40,10.0,1,30,1,1,0.8
Grand Slam,Hard,2nd Round,11780,2,1.01,498,117,23.0,0,30,1,1,1.0
ATP500,Hard,1st Round,9735,2,1.07,775,62,9.0,1,30,1,0,1.0
ATP500,Hard,2nd Round,9735,2,1.25,1110,32,3.75,1,30,1,0,0.8
ATP500,Hard,Quarterfinals,9735,2,1.33,2075,17,3.25,0,30,1,0,0.8
Masters 1000,Hard,2nd Round,9825,2,1.07,933,46,9.0,1,30,1,0,0.8
Masters 1000,Hard,3rd Round,9825,2,1.36,1155,35,3.25,1,30,1,0,0.6
Masters 1000,Hard,4th Round,9825,2,1.4,2255,16,3.0,0,30,1,0,0.6
Masters 1000,Clay,2nd Round,7905,2,1.08,1255,32,8.0,1,30,1,0,0.8
Masters 1000,Clay,3rd Round,7905,2,1.12,2025,19,6.0,1,30,1,0,0.6
Masters 1000,Clay,Quarterfinals,7905,2,1.33,2705,13,3.4,0,30,1,0,0.6
Masters 1000,Clay,2nd Round,7085,2,1.14,675,76,5.5,1,30,1,0,0.8
Masters 1000,Clay,3rd Round,7085,2,1.14,1045,38,5.5,1,30,1,0,0.6
Masters 1000,Clay,Semifinals,7085,2,2.75,4375,5,1.44,0,30,1,0,0.6
Masters 1000,Clay,2nd Round,6845,2,1.11,848,55,6.5,1,30,1,0,0.8
Masters 1000,Clay,3rd Round,6845,2,1.22,2110,20,4.33,1,30,1,0,0.6
Masters 1000,Clay,Quarterfinals,6845,2,1.44,1125,34,2.75,1,30,1,0,0.6
Masters 1000,Clay,Semifinals,6845,2,1.57,4035,7,2.37,1,30,1,0,0.8
Masters 1000,Clay,The Final,6845,2,1.16,2300,17,5.0,0,30,1,0,0.8
Grand Slam,Clay,1st Round,7445,2,1.01,675,77,21.0,1,30,1,1,0.8
Grand Slam,Clay,2nd Round,7445,2,1.01,830,59,21.0,1,30,1,1,0.8
Grand Slam,Clay,3rd Round,7445,2,1.05,1005,41,11.0,1,30,1,1,0.8
Grand Slam,Clay,4th Round,7445,2,1.1,2065,20,7.0,1,30,1,1,0.8
Grand Slam,Clay,Quarterfinals,7445,2,1.44,4145,7,2.75,0,30,1,1,0.8
ATP250,Grass,2nd Round,5805,4,1.18,671,75,4.5,1,30,1,0,0.8
ATP250,Grass,Quarterfinals,5805,4,1.1,935,47,7.0,1,30,1,0,0.8
ATP250,Grass,Semifinals,5805,4,1.12,864,52,6.0,1,30,1,0,0.8
ATP250,Grass,The Final,5805,4,1.16,2545,16,5.0,1,30,1,0,0.8
Grand Slam,Grass,2nd Round,6055,4,1.01,415,136,26.0,1,30,1,1,0.8
Grand Slam,Grass,3rd Round,6055,4,1.07,50,589,9.0,1,30,1,1,0.8
Grand Slam,Grass,4th Round,6055,4,1.03,896,51,15.0,1,30,1,1,1.0
Grand Slam,Hard,1st Round,2335,14,1.07,816,63,8.0,1,31,1,1,1.0
Grand Slam,Hard,2nd Round,2335,14,1.25,1265,39,4.0,1,31,1,1,1.0
Grand Slam,Hard,3rd Round,2335,14,1.08,1845,22,8.0,1,31,1,1,1.0
Grand Slam,Hard,4th Round,2335,14,1.25,857,58,4.0,0,31,1,1,1.0
Masters 1000,Hard,2nd Round,2380,13,1.1,539,109,7.0,0,31,1,0,1.0
Masters 1000,Hard,2nd Round,2300,12,1.2,1075,47,4.33,0,31,1,0,0.8
Masters 1000,Clay,1st Round,2310,13,1.28,639,93,3.5,1,31,1,0,0.6
Masters 1000,Clay,2nd Round,2310,13,1.36,1251,39,3.0,1,31,1,0,0.4
Masters 1000,Clay,3rd Round,2310,13,1.61,3665,7,2.3,0,31,1,0,0.4
ATP500,Clay,2nd Round,2220,12,1.16,396,140,5.0,0,31,1,0,0.4
Masters 1000,Clay,1st Round,2220,12,1.66,1835,20,2.1,1,31,1,0,0.4
Masters 1000,Clay,2nd Round,2220,12,1.28,1757,22,3.5,0,31,1,0,0.4
Masters 1000,Clay,1st Round,1905,18,1.12,966,54,6.0,1,31,1,0,0.6
Masters 1000,Clay,2nd Round,1905,18,1.1,767,74,7.0,1,31,1,0,0.4
Masters 1000,Clay,3rd Round,1905,18,1.16,1180,41,5.0,1,31,1,0,0.4
Masters 1000,Clay,Quarterfinals,1905,18,1.53,1665,24,2.5,1,31,1,0,0.6
Masters 1000,Clay,Semifinals,1905,18,5.0,7950,2,1.16,0,31,1,0,0.8
Grand Slam,Clay,1st Round,1665,22,1.06,421,134,11.0,1,31,1,1,0.8
Grand Slam,Clay,2nd Round,1665,22,1.07,356,155,9.0,1,31,1,1,0.8
Grand Slam,Clay,3rd Round,1665,22,1.16,2120,13,5.0,1,31,1,1,0.8
Grand Slam,Clay,4th Round,1665,22,1.22,1280,35,4.33,1,31,1,1,0.8
Grand Slam,Clay,Quarterfinals,1665,22,1.08,806,72,9.0,0,31,1,1,0.8
ATP500,Grass,1st Round,1665,22,1.12,901,63,6.0,1,31,1,0,0.8
ATP500,Grass,2nd Round,1665,22,1.36,4870,5,3.0,1,31,1,0,0.8
ATP500,Grass,Quarterfinals,1665,22,1.08,1535,26,8.0,1,31,1,0,0.8
ATP500,Grass,Semifinals,1665,22,1.11,910,61,6.5,1,31,1,0,0.8
ATP500,Grass,The Final,1665,22,1.66,4860,6,2.2,0,31,1,0,0.8
Grand Slam,Grass,1st Round,1715,21,1.03,923,57,15.0,1,31,1,1,0.8
Grand Slam,Grass,2nd Round,1715,21,1.01,438,126,23.0,1,31,1,1,0.8
Grand Slam,Grass,3rd Round,1715,21,1.25,1950,17,4.0,1,31,1,1,0.8
Grand Slam,Grass,4th Round,1715,21,1.11,1130,40,7.0,1,31,1,1,0.8
Grand Slam,Grass,Quarterfinals,1715,21,1.12,1530,28,6.0,1,31,1,1,0.8
Grand Slam,Grass,Semifinals,1715,21,1.9,8770,1,1.9,1,31,1,1,0.8
Grand Slam,Grass,The Final,1715,21,1.16,3635,8,5.0,1,31,1,1,1.0
Masters 1000,Hard,1st Round,3355,10,1.04,695,84,11.0,1,31,1,0,1.0
Masters 1000,Hard,2nd Round,3355,10,1.06,468,121,10.0,1,31,1,0,1.0
Masters 1000,Hard,3rd Round,3355,10,1.22,1534,27,4.0,0,31,1,0,1.0
Masters 1000,Hard,1st Round,3445,10,1.14,1235,33,5.5,1,31,1,0,1.0
Masters 1000,Hard,2nd Round,3445,10,1.1,1410,28,7.0,1,31,1,0,0.8
Masters 1000,Hard,3rd Round,3445,10,1.25,4700,5,3.75,1,31,1,0,0.8
Masters 1000,Hard,Quarterfinals,3445,10,1.36,1395,29,3.25,1,31,1,0,0.8
Masters 1000,Hard,Semifinals,3445,10,1.44,4085,7,2.75,1,31,1,0,0.8
Masters 1000,Hard,The Final,3445,10,2.1,6480,2,1.72,1,31,1,0,0.8
Grand Slam,Hard,1st Round,4445,6,1.02,1072,41,19.0,1,31,1,1,1.0
Grand Slam,Hard,2nd Round,4445,6,1.02,876,61,17.0,1,31,1,1,1.0
Grand Slam,Hard,3rd Round,4445,6,1.08,1535,25,9.0,1,31,1,1,1.0
Grand Slam,Hard,4th Round,4445,6,1.02,816,68,19.0,1,31,1,1,1.0
Grand Slam,Hard,Quarterfinals,4445,6,1.06,963,55,11.0,1,31,1,1,1.0
Grand Slam,Hard,Semifinals,4445,6,1.16,1755,19,5.0,1,31,1,1,1.0
Grand Slam,Hard,The Final,4445,6,1.44,5500,3,2.75,1,31,1,1,1.0
Masters 1000,Hard,2nd Round,6445,3,1.08,1100,41,8.0,1,31,1,0,1.0
Masters 1000,Hard,3rd Round,6445,3,1.05,1768,21,12.0,1,31,1,0,1.0
Masters 1000,Hard,Quarterfinals,6445,3,1.16,3640,8,5.0,1,31,1,0,1.0
Masters 1000,Hard,Semifinals,6445,3,1.33,4755,5,3.4,1,31,1,0,1.0
Masters 1000,Hard,The Final,6445,3,1.12,1815,19,6.0,1,31,1,0,1.0
Masters 1000,Hard,2nd Round,7445,2,1.02,1017,48,17.0,1,31,0,0,1.0
Masters 1000,Hard,Quarterfinals,7445,2,1.14,4050,7,5.5,1,31,0,0,1.0
Masters 1000,Hard,Semifinals,7445,2,1.4,6260,3,3.0,1,31,0,0,1.0
Masters 1000,Hard,The Final,7445,2,1.16,1845,18,5.0,0,31,0,0,1.0
Masters Cup,Hard,Round Robin,8045,1,1.11,3155,10,7.0,1,31,0,0,1.0
Masters Cup,Hard,Round Robin,8045,1,1.14,5085,5,5.5,1,31,0,0,0.8
Masters Cup,Hard,Round Robin,8045,1,1.2,4050,7,4.5,1,31,0,0,0.8
Masters Cup,Hard,Semifinals,8045,1,1.11,4310,6,7.0,1,31,0,0,0.8
Masters Cup,Hard,The Final,8045,1,1.14,5085,5,5.5,0,31,0,0,0.8
ATP250,Hard,1st Round,9045,1,1.05,985,47,11.0,1,32,1,0,0.8
ATP250,Hard,2nd Round,9045,1,1.04,1122,36,13.0,1,32,1,0,0.8
ATP250,Hard,Quarterfinals,9045,1,1.06,1795,21,10.0,1,32,1,0,0.8
ATP250,Hard,Semifinals,9045,1,1.16,1605,24,5.0,0,32,1,0,0.8
Grand Slam,Hard,1st Round,9135,1,1.005,216,230,29.0,1,32,1,1,0.8
Grand Slam,Hard,2nd Round,9135,1,1.06,290,177,10.0,1,32,1,1,0.6
Grand Slam,Hard,3rd Round,9135,1,1.05,1440,27,11.0,1,32,1,1,0.8
