dj_pts,dj_rank,opp_pts,opp_rank,dj_win,age,is_outdoor,is_five_sets,5SMA,ATP250,ATP500,Grand Slam,International,International Gold,Masters,Masters 1000,Masters Cup,Carpet,Clay,Grass,Hard,1st Round,2nd Round,3rd Round,4th Round,Quarterfinals,Round Robin,Semifinals,The Final
13045,1,521,107,1,28,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13045,1,538,104,1,28,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13045,1,4460,8,1,28,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13045,1,9205,2,0,28,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13205,1,788,61,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
13205,1,730,68,1,28,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
13205,1,1720,20,1,28,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
13205,1,5425,4,1,28,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
13205,1,9205,2,1,28,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
13205,1,1065,41,1,28,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
13205,1,603,84,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
13205,1,760,65,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
13205,1,4580,7,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
13205,1,1450,24,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
13205,1,5695,4,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
13205,1,742,67,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
13205,1,876,52,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
13205,1,3360,10,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
13205,1,5255,5,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
13205,1,4510,8,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13845,1,290,174,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
13845,1,714,68,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
13845,1,5040,6,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
13845,1,4310,8,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
13845,1,8645,2,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13845,1,603,87,1,28,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
13845,1,868,55,1,28,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13845,1,619,84,1,28,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13845,1,1625,21,1,28,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13845,1,4570,7,1,28,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13845,1,7040,3,1,28,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13845,1,3845,9,0,28,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13845,1,1195,33,1,28,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13845,1,564,92,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
13845,1,1355,26,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13845,1,2090,14,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13845,1,3540,9,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13845,1,1610,20,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
13845,1,9665,2,1,28,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13755,1,1145,33,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
13755,1,1115,35,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
13755,1,585,87,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
13755,1,925,49,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
13755,1,7840,3,0,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
14265,1,1000,42,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
14265,1,2090,14,1,28,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
14265,1,5575,5,1,28,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
14265,1,750,66,1,28,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
14265,1,8065,3,0,28,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
14865,1,870,52,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14865,1,1430,25,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14865,1,1510,23,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14865,1,1665,19,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14865,1,3550,9,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14865,1,9065,2,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15645,1,790,59,1,28,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
15645,1,230,219,1,28,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
15645,1,2280,13,1,28,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15645,1,3945,7,1,28,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15645,1,3770,8,1,28,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15785,1,990,44,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
15785,1,1725,17,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
15785,1,1585,20,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
15785,1,8640,2,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
15785,1,1990,15,1,28,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
15785,1,1080,40,1,28,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
15785,1,2100,15,1,28,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
15785,1,4730,5,1,28,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
15785,1,6585,4,1,28,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
15785,1,8070,3,1,28,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
15285,1,4035,8,1,28,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
15285,1,7340,3,0,28,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
15285,1,4620,6,1,28,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
15285,1,4630,5,1,28,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
15285,1,7340,3,1,28,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
16585,1,493,118,1,29,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16585,1,900,49,1,29,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
16585,1,1150,35,1,29,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16585,1,4620,6,1,29,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16585,1,5230,5,1,29,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16790,1,821,52,1,29,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16790,1,1290,29,1,29,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
16790,1,2145,15,1,29,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16790,1,4235,7,1,29,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16790,1,8165,3,1,29,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16790,1,8945,2,1,29,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16790,1,1035,41,1,29,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16790,1,486,121,1,29,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
16540,1,397,149,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
16540,1,1330,30,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
16540,1,1630,21,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
16540,1,2950,9,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
16540,1,4810,5,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
16540,1,2410,14,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
16540,1,623,87,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
16540,1,1146,38,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
16540,1,2510,14,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
16540,1,3810,7,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
16540,1,2290,15,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
16540,1,4070,6,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
16540,1,840,55,0,29,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
15550,1,1015,40,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
15550,1,2015,17,1,29,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
15550,1,2740,10,1,29,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
15550,1,4290,6,1,29,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15550,1,7925,2,1,29,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16550,1,558,103,1,29,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
16550,1,1080,37,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
16550,1,5675,5,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
16550,1,4290,6,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
16550,1,7525,3,0,29,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16150,1,331,161,1,29,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16150,1,765,66,1,29,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16150,1,2015,16,1,29,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16150,1,2850,8,1,29,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16150,1,2430,15,1,29,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16150,1,8435,2,1,29,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16950,1,309,177,1,29,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
16950,1,880,55,1,29,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
16950,1,1075,41,0,29,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
15040,1,1230,37,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
15040,1,451,129,1,29,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
15040,1,3490,8,1,29,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
15040,1,2440,14,1,29,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
15040,1,4290,6,1,29,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
14840,1,216,247,1,29,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
14840,1,679,84,1,29,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14840,1,2835,12,1,29,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14840,1,4980,3,0,29,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13540,1,885,50,1,29,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
13540,1,456,131,1,29,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
13540,1,537,110,1,29,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
13540,1,1950,19,0,29,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
12900,1,1255,34,1,29,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
12900,1,2035,18,1,29,0,0,0.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
12900,1,3100,10,0,29,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
10780,2,3215,9,1,29,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10780,2,5050,4,1,29,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10780,2,2780,11,1,29,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10780,2,4705,5,1,29,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
10780,2,11185,1,0,29,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
11780,2,758,63,1,30,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11780,2,722,71,1,30,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11780,2,558,107,1,30,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11780,2,1035,42,1,30,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11780,2,12410,1,1,30,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11780,2,1105,40,1,30,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11780,2,498,117,0,30,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9735,2,775,62,1,30,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9735,2,1110,32,1,30,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9735,2,2075,17,0,30,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9825,2,933,46,1,30,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
9825,2,1155,35,1,30,1,0,0.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
9825,2,2255,16,0,30,1,0,0.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
7905,2,1255,32,1,30,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7905,2,2025,19,1,30,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7905,2,2705,13,0,30,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7085,2,675,76,1,30,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7085,2,1045,38,1,30,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7085,2,4375,5,0,30,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6845,2,848,55,1,30,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6845,2,2110,20,1,30,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6845,2,1125,34,1,30,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6845,2,4035,7,1,30,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6845,2,2300,17,0,30,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7445,2,675,77,1,30,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7445,2,830,59,1,30,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7445,2,1005,41,1,30,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7445,2,2065,20,1,30,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7445,2,4145,7,0,30,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5805,4,671,75,1,30,1,0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5805,4,935,47,1,30,1,0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5805,4,864,52,1,30,1,0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5805,4,2545,16,1,30,1,0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6055,4,415,136,1,30,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6055,4,50,589,1,30,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6055,4,896,51,1,30,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2335,14,816,63,1,31,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2335,14,1265,39,1,31,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2335,14,1845,22,1,31,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2335,14,857,58,0,31,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2380,13,539,109,0,31,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2300,12,1075,47,0,31,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2310,13,639,93,1,31,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2310,13,1251,39,1,31,1,0,0.4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2310,13,3665,7,0,31,1,0,0.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2220,12,396,140,0,31,1,0,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2220,12,1835,20,1,31,1,0,0.4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2220,12,1757,22,0,31,1,0,0.4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1905,18,966,54,1,31,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1905,18,767,74,1,31,1,0,0.4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1905,18,1180,41,1,31,1,0,0.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1905,18,1665,24,1,31,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1905,18,7950,2,0,31,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1665,22,421,134,1,31,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1665,22,356,155,1,31,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1665,22,2120,13,1,31,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1665,22,1280,35,1,31,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1665,22,806,72,0,31,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1665,22,901,63,1,31,1,0,0.8,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1665,22,4870,5,1,31,1,0,0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1665,22,1535,26,1,31,1,0,0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1665,22,910,61,1,31,1,0,0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1665,22,4860,6,0,31,1,0,0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1715,21,923,57,1,31,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1715,21,438,126,1,31,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1715,21,1950,17,1,31,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1715,21,1130,40,1,31,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1715,21,1530,28,1,31,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1715,21,8770,1,1,31,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1715,21,3635,8,1,31,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3355,10,695,84,1,31,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
3355,10,468,121,1,31,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
3355,10,1534,27,0,31,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3445,10,1235,33,1,31,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
3445,10,1410,28,1,31,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
3445,10,4700,5,1,31,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3445,10,1395,29,1,31,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3445,10,4085,7,1,31,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3445,10,6480,2,1,31,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4445,6,1072,41,1,31,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4445,6,876,61,1,31,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4445,6,1535,25,1,31,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4445,6,816,68,1,31,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
