dj_pts,dj_rank,dj_odds,opp_pts,opp_rank,opp_odds,dj_win,age_c,age_c_sq,is_outdoor,is_five_sets,5SMA,ATP500,Grand Slam,Masters 1000,Masters Cup,Clay,Grass,2nd Round,3rd Round,4th Round,Quarterfinals,Round Robin,Semifinals,The Final
9640,2,1.005,599,85,21.0,1,-4.0629705681040384,16.50772983727965,1,0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0
9640,2,1.04,1095,37,11.0,1,-4.0574948665297725,16.463264591915458,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1
9710,2,1.02,1150,35,12.0,1,-4.049281314168379,16.396679161273195,1,0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0
9710,2,1.05,1285,29,9.0,1,-4.046543463381244,16.374514001033475,1,0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0
9710,2,1.3,4330,6,3.5,1,-4.043805612594113,16.35236383244765,1,0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0
9710,2,1.08,1115,36,7.5,1,-4.041067761806982,16.33022865551569,1,0,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0
9710,2,3.6,11915,1,1.28,1,-4.038329911019851,16.308108470237595,1,0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1
10665,2,1.01,418,141,21.0,1,-4.030116358658454,16.241837864326474,1,0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0
10665,2,1.05,1920,14,9.0,1,-4.0273785078713225,16.21977764566384,1,0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0
10665,2,1.16,5265,5,5.0,1,-4.024640657084188,16.197732418655043,1,0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0
10665,2,1.16,5905,4,5.0,1,-4.0219028062970565,16.17570218330014,1,0,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0
10665,2,2.75,12470,1,1.44,1,-4.019164955509925,16.1536869395991,1,0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1
11665,2,1.01,710,71,21.0,1,-3.997262149212869,15.978104689529884,1,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0
11665,2,1.12,1355,26,5.5,1,-3.983572895277206,15.86885301198722,1,1,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0
11665,2,1.04,1755,16,10.0,1,-3.9808350444900746,15.847047651440295,1,1,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0
11665,2,1.33,8390,3,3.4,0,-3.967145790554415,15.738245723513616,1,1,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0
12005,2,1.01,930,54,15.0,1,-3.917864476386036,15.349662055327629,1,1,0.8,0,1,0,0,0,1,0,0,0,0,0,0,0
12005,2,1.01,1185,36,15.0,1,-3.912388774811774,15.306785925273173,1,1,0.8,0,1,0,0,0,1,1,0,0,0,0,0,0
12005,2,1.02,1295,30,12.0,1,-3.906913073237508,15.263969761834149,1,1,0.8,0,1,0,0,0,1,0,1,0,0,0,0,0
12005,2,1.06,1195,35,9.0,1,-3.9014373716632456,15.221213565010613,1,1,0.8,0,1,0,0,0,1,0,0,1,0,0,0,0
12005,2,1.07,357,158,8.0,1,-3.8959616700889796,15.178517334802512,1,1,0.8,0,1,0,0,0,1,0,0,0,1,0,0,0
12005,2,1.44,1585,19,2.75,1,-3.8904859685147173,15.135881071209898,1,1,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0
12005,2,2.3,12070,1,1.66,1,-3.8877481177275826,15.114585426894362,1,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1
12860,1,1.05,1295,30,11.0,1,-3.780971937029431,14.295748788604088,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
12860,1,1.1,1295,29,7.0,1,-3.7782340862423,14.275052810443187,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
12860,1,1.07,2905,7,9.0,1,-3.772758384668034,14.233705829082952,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0
12860,1,1.07,2505,8,9.0,1,-3.7700205338809027,14.213054825883647,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
13500,1,1.03,667,78,15.0,1,-3.7590691307323745,14.13060072962505,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
13500,1,1.05,1338,29,11.0,1,-3.7590691307323745,14.13060072962505,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
13500,1,1.06,2995,8,10.0,1,-3.753593429158112,14.089463631418955,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0
13920,1,1.002,672,74,34.0,1,-3.7180013689253926,13.823534179331093,1,1,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0
13920,1,1.02,1115,39,17.0,1,-3.71252566735113,13.782846830740954,1,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0
13920,1,1.02,1530,23,19.0,1,-3.709787816563999,13.762525643926683,1,1,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0
13920,1,1.53,8380,3,2.5,1,-3.696098562628336,13.661144584663251,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0
13920,1,1.57,11420,2,2.37,1,-3.6906228610540737,13.620697102534956,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
13860,1,1.04,910,47,13.0,1,-3.5537303216974685,12.628999199351993,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0
13860,1,1.02,747,64,17.0,1,-3.5482546201232026,12.590110849225653,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0
13860,1,1.05,805,59,11.0,1,-3.5455167693360714,12.570689161643292,0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0
13860,1,1.05,1225,32,11.0,0,-3.5427789185489402,12.551282465714799,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0
13785,1,1.25,1035,39,3.75,1,-3.531827515400412,12.473805598539448,0,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
13785,1,1.22,1730,19,4.0,1,-3.529089664613277,12.454473860880254,0,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
13475,1,1.3,3300,7,3.4,1,-3.498973305954827,12.242814195784453,0,0,0.8,0,0,0,1,0,0,0,0,0,0,1,0,0
13475,1,1.28,4480,5,3.6,0,-3.4934976043805612,12.20452551181272,0,0,0.8,0,0,0,1,0,0,0,0,0,0,1,0,0
13475,1,1.3,2395,9,3.5,0,-3.4880219028062953,12.166296794456448,0,0,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0
13630,1,1.002,845,56,34.0,1,-3.3374401095140307,11.138506484593025,1,1,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0
13630,1,1.002,653,81,34.0,1,-3.3319644079397683,11.10198681577741,1,1,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0
13630,1,1.01,265,181,21.0,1,-3.3264887063655024,11.065527113577234,1,1,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0
13630,1,1.1,4925,5,8.0,1,-3.32101300479124,11.029127377992541,1,1,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0
13630,1,1.36,7380,4,3.3,1,-3.315537303216974,10.992787609023285,1,1,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0
13630,1,1.66,9595,2,2.3,1,-3.310061601642712,10.956507806669514,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
13130,1,1.01,678,72,26.0,1,-3.230663928815879,10.437189420952052,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0
13130,1,1.01,665,74,26.0,1,-3.225188227241617,10.401839101137924,1,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0
13130,1,1.1,2710,9,7.0,1,-3.222450376454482,10.384186428711633,1,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0
13130,1,1.33,7150,4,3.4,0,-3.219712525667351,10.366548747939232,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0
13310,1,1.01,372,145,23.0,1,-3.1978097193702943,10.22598700129912,1,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
13310,1,1.04,1270,30,13.0,1,-3.1923340177960284,10.190996481177734,1,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
13310,1,1.01,1000,45,26.0,1,-3.186858316221766,10.15606592767183,1,0,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0
13310,1,1.08,2070,12,8.0,1,-3.184120465434635,10.138623138399677,1,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0
13310,1,1.1,2120,11,7.0,0,-3.178644763860369,10.103782534816942,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0
12670,1,1.07,1010,42,9.0,1,-3.1567419575633124,9.965019786640655,1,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
12670,1,1.03,1340,27,15.0,1,-3.1540041067761813,9.947741905561017,1,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
12670,1,1.05,1595,17,11.0,1,-3.15126625598905,9.930479016135246,1,0,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0
12670,1,1.22,4700,5,4.33,1,-3.143052703627653,9.878780297781098,1,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0
12670,1,1.05,1495,21,11.0,1,-3.140314852840522,9.861577374970787,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0
12670,1,1.41,7450,4,2.9,1,-3.137577002053387,9.84438944381432,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
12670,1,1.01,980,44,21.0,1,-3.091033538672143,9.554488337196029,1,0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0
12670,1,1.08,1495,21,8.0,1,-3.0882956878850116,9.537570255809158,1,0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0
12670,1,1.04,821,55,13.0,1,-3.085557837097877,9.520667166076128,1,0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0
12670,1,1.28,3810,7,3.75,1,-3.0828199863107457,9.503779067996986,1,0,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0
12670,1,2.1,9215,2,1.72,0,-3.0800821355236145,9.48690596157171,1,0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1
12020,1,1.01,399,137,26.0,1,-3.0362765229295015,9.218975123692863,1,0,0.8,0,0,1,0,1,0,1,0,0,0,0,0,0
12020,1,1.16,1505,21,5.0,1,-3.0308008213552355,9.18575361872757,1,0,0.8,0,0,1,0,1,0,0,1,0,0,0,0,0
12020,1,1.1,2820,8,7.0,0,-3.0280629705681044,9.169165353725733,1,0,0.8,0,0,1,0,1,0,0,0,0,1,0,0,0
11200,1,1.03,1215,32,15.0,1,-3.017111567419576,9.102962210257012,1,0,0.6,0,0,1,0,1,0,1,0,0,0,0,0,0
11200,1,1.08,1925,15,8.0,1,-3.01163586584531,9.069950588445831,1,0,0.6,0,0,1,0,1,0,0,1,0,0,0,0,0
11200,1,1.16,4930,5,5.0,1,-3.008898015058179,9.05346726502105,1,0,0.8,0,0,1,0,1,0,0,0,0,1,0,0,0
11200,1,1.85,9430,2,1.95,1,-3.006160164271048,9.036998933250134,1,0,0.8,0,0,1,0,1,0,0,0,0,0,0,1,0
11200,1,2.25,9105,3,1.61,0,-3.000684462696782,9.004107244669875,1,0,0.8,0,0,1,0,1,0,0,0,0,0,0,0,1
11800,1,1.002,558,97,34.0,1,-2.9815195071868565,8.889458571735755,1,1,0.8,0,1,0,0,1,0,0,0,0,0,0,0,0
11800,1,1.02,1355,25,19.0,1,-2.965092402464066,8.791772955150126,1,1,0.8,0,1,0,0,1,0,0,0,1,0,0,0,0
11800,1,1.16,4965,5,5.0,1,-2.9596167008898,8.759331016185824,1,1,0.8,0,1,0,0,1,0,0,0,0,1,0,0,0
11800,1,1.53,9790,3,2.5,1,-2.9514031485284065,8.710780545143392,1,1,0.8,0,1,0,0,1,0,0,0,0,0,0,1,0
11800,1,4.33,10060,2,1.25,0,-2.9459274469541405,8.67848852271774,1,1,0.8,0,1,0,0,1,0,0,0,0,0,0,0,1
12280,1,1.01,1035,38,23.0,1,-2.9048596851471586,8.43820979039325,1,1,0.8,0,1,0,0,0,1,0,0,0,0,0,0,0
12280,1,1.01,871,48,21.0,1,-2.8993839835728963,8.406427484199037,1,1,0.8,0,1,0,0,0,1,1,0,0,0,0,0,0
12280,1,1.01,1340,27,23.0,1,-2.8939082819986304,8.374705144620265,1,1,0.8,0,1,0,0,0,1,0,1,0,0,0,0,0
12280,1,1.02,1190,34,19.0,1,-2.8856947296372333,8.327234072656104,1,1,0.8,0,1,0,0,0,1,0,0,1,0,0,0,0
12280,1,1.02,1230,29,17.0,1,-2.880219028062971,8.295661649616004,1,1,0.8,0,1,0,0,0,1,0,0,0,1,0,0,0
12280,1,1.44,9435,3,2.87,0,-2.874743326488705,8.264149193191345,1,1,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0
11270,2,1.07,880,49,9.0,1,-2.7816563997262165,7.737612326137817,1,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
11270,2,1.1,1189,35,7.0,1,-2.7789185489390817,7.722388301637691,1,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
11270,2,1.1,1418,25,7.0,1,-2.7761806981519506,7.707179268791451,1,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0
11270,2,1.16,3320,9,5.0,1,-2.7734428473648194,7.691985227599077,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0
11270,2,1.11,1600,21,6.5,1,-2.770704996577688,7.676806178060567,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,1
11270,2,1.04,1355,27,13.0,1,-2.7652292950034223,7.6464930539451235,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
11270,2,1.08,2015,15,8.0,1,-2.7597535934291564,7.616239896445141,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0
11270,2,1.25,3305,9,4.0,1,-2.757015742642025,7.601135805175958,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0
11270,2,1.53,11345,1,2.5,0,-2.754277891854894,7.586046705560639,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
11270,2,1.002,674,69,34.0,1,-2.7268993839835716,7.435980250369982,1,1,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
11270,2,1.01,1075,35,21.0,1,-2.7159479808350433,7.376373434601948,1,1,0.8,0,1,0,0,0,0,0,1,0,0,0,0,0
11270,2,1.12,3620,8,6.0,1,-2.702258726899384,7.302202227103879,1,1,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0
11270,2,1.07,5375,5,9.0,1,-2.6967830253251215,7.272638685681715,1,1,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0
11270,2,1.44,7290,4,2.87,0,-2.6940451745379868,7.257879402451412,1,1,0.8,0,1,0,0,0,0,0,0,0,0,0,0,1
10470,2,1.01,466,123,26.0,1,-2.633812457221083,6.936968059812959,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0
10470,2,1.01,880,50,26.0,1,-2.6310746064339483,6.922553584621556,1,0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0
10470,2,1.02,997,37,17.0,1,-2.625598904859686,6.893769609200382,1,0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0
10470,2,1.02,1295,29,17.0,1,-2.6228610540725548,6.879400108970593,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0
10470,2,1.18,4520,7,4.5,1,-2.62012320328542,6.865045600394651,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1
10970,2,1.02,751,56,17.0,1,-2.611909650924023,6.822072024590051,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
10970,2,1.02,1355,29,17.0,1,-2.6091718001368918,6.8077774826295885,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
10970,2,1.06,1553,21,10.0,1,-2.6064339493497606,6.793497932322991,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0
10970,2,1.14,4570,7,5.5,1,-2.6036960985626294,6.779233373670258,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0
10970,2,1.57,8090,3,2.37,1,-2.6009582477754947,6.7649838066713714,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
11970,2,1.08,1560,23,8.0,0,-2.5544147843942504,6.525034890731924,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
11420,1,1.25,3490,8,4.0,1,-2.540725530458591,6.455286221124088,0,0,0.8,0,0,0,1,0,0,0,0,0,0,1,0,0
11420,1,1.8,7600,3,2.0,1,-2.535249828884325,6.427491694857999,0,0,0.8,0,0,0,1,0,0,0,0,0,0,1,0,0
11420,1,1.18,4405,6,4.5,1,-2.5297741273100627,6.399757135207389,0,0,0.8,0,0,0,1,0,0,0,0,0,0,1,0,0
11420,1,1.16,4080,7,5.0,1,-2.5242984257357968,6.372082542172222,0,0,0.8,0,0,0,1,0,0,0,0,0,0,0,1,0
11420,1,1.61,9465,2,2.3,1,-2.5215605749486656,6.358267733135445,0,0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,1
12920,1,1.002,763,60,29.0,1,-2.3490759753593444,5.5181579380104555,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0
12920,1,1.002,754,62,34.0,1,-2.3436002737850785,5.492462243285495,1,1,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0
12920,1,1.02,1900,17,19.0,1,-2.3326488706365502,5.441250753681973,1,1,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0
12920,1,1.16,4680,6,5.0,1,-2.3271731690622843,5.415734958803395,1,1,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0
12920,1,1.08,6505,5,8.0,1,-2.321697467488022,5.390279130540295,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0
12920,1,1.53,8000,3,2.62,1,-2.313483915126625,5.352207825549616,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
12960,1,1.02,925,44,19.0,1,-2.231348391512661,4.97891564430614,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0
12960,1,1.01,788,55,26.0,1,-2.22861054072553,4.966704942232939,1,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0
12960,1,1.02,1730,20,17.0,1,-2.2258726899383987,4.954509231813603,1,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0
12960,1,1.1,4410,7,7.0,1,-2.2231348391512675,4.942328513048132,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0
12960,1,1.11,4545,6,6.5,1,-2.220396988364133,4.930162785936511,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1
13280,1,1.002,1065,36,29.0,1,-2.195756331279945,4.821345866355964,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
13280,1,1.02,1137,31,17.0,1,-2.193018480492814,4.80933005578301,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
13280,1,1.04,1695,23,13.0,1,-2.187542778918548,4.785343409598683,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0
13280,1,1.08,3660,8,8.0,1,-2.184804928131417,4.773372573987325,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0
13280,1,1.11,4410,7,6.5,0,-2.1820670773442856,4.761416730029833,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0
13280,1,1.01,749,64,26.0,1,-2.1629021218343603,4.678145588635577,1,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
13280,1,1.002,182,254,34.0,1,-2.160164271047229,4.666309677909006,1,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
13280,1,1.05,1925,18,11.0,0,-2.151950718685832,4.630891895652469,1,0,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0
12500,1,1.06,1220,27,10.0,1,-2.094455852156056,4.38674531663075,1,0,0.6,0,0,1,0,1,0,1,0,0,0,0,0,0
12500,1,1.1,1740,20,7.0,1,-2.0917180013689247,4.375284197250809,1,0,0.6,0,0,1,0,1,0,0,1,0,0,0,0,0
12500,1,1.11,860,49,6.5,1,-2.0889801505817935,4.363838069524733,1,0,0.8,0,0,1,0,1,0,0,0,0,1,0,0,0
12500,1,1.12,1135,32,6.0,1,-2.0862422997946624,4.352406933452522,1,0,0.8,0,0,1,0,1,0,0,0,0,0,0,1,0
12500,1,2.87,6385,5,1.4,1,-2.0835044490075276,4.340990789034161,1,0,0.8,0,0,1,0,1,0,0,0,0,0,0,0,1
12900,1,1.05,1272,28,11.0,0,-2.0396988364134145,4.160371343266237,1,0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0
12730,1,1.01,573,89,21.0,1,-2.020533880903489,4.082557163878915,1,0,0.8,0,0,1,0,1,0,1,0,0,0,0,0,0
12730,1,1.06,1420,23,10.0,1,-2.015058179329227,4.0604594660816185,1,0,0.8,0,0,1,0,1,0,0,1,0,0,0,0,0
12730,1,1.12,4520,6,6.0,0,-2.0123203285420956,4.049433104663768,1,0,0.8,0,0,1,0,1,0,0,0,0,1,0,0,0
12310,1,1.002,797,58,29.0,1,-1.982203969883642,3.9291325782224704,1,1,0.6,0,1,0,0,1,0,0,0,0,0,0,0,0
12310,1,1.07,1355,28,9.0,1,-1.9712525667351137,3.885836681859774,1,1,0.6,0,1,0,0,1,0,0,1,0,0,0,0,0
12310,1,1.03,1750,19,15.0,1,-1.9657768651608478,3.86427868360161,1,1,0.8,0,1,0,0,1,0,0,0,1,0,0,0,0
12310,1,1.08,2340,14,8.0,1,-1.9603011635865855,3.842780651958921,1,1,0.8,0,1,0,0,1,0,0,0,0,1,0,0,0
12310,1,2.3,6895,4,1.61,0,-1.9548254620123195,3.8213425869316784,1,1,0.8,0,1,0,0,1,0,0,0,0,0,0,1,0
11830,1,1.01,1175,34,26.0,1,-1.905544147843944,3.6310984993823032,1,1,0.8,0,1,0,0,0,1,0,0,0,0,0,0,0
11830,1,1.002,346,156,29.0,1,-1.9000684462696782,3.610260100509669,1,1,0.8,0,1,0,0,0,1,1,0,0,0,0,0,0
11830,1,1.02,1441,25,19.0,1,-1.8945927446954158,3.589481668252509,1,0,0.8,0,1,0,0,0,1,0,1,0,0,0,0,0
11830,1,1.1,2425,13,7.0,1,-1.88911704312115,3.5687632026107967,1,1,0.8,0,1,0,0,0,1,0,0,1,0,0,0,0
11830,1,1.1,4515,6,7.0,1,-1.883641341546884,3.5481047035845448,1,1,0.8,0,1,0,0,0,1,0,0,0,1,0,0,0
11830,1,1.16,3960,8,5.0,1,-1.8781656399726216,3.5275061711737674,1,1,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0
11830,1,1.57,8560,2,2.5,0,-1.8726899383983557,3.5069676053784375,1,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1
12040,1,1.03,905,50,15.0,1,-1.7878165639972607,3.1962880665029716,1,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
12040,1,1.02,720,66,17.0,1,-1.7823408624229984,3.1767389498627576,1,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
12040,1,1.11,3045,9,6.5,1,-1.7823408624229984,3.1767389498627576,1,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0
12040,1,1.4,6860,4,3.0,0,-1.7768651608487325,3.157249799837992,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0
11400,1,1.03,1240,32,15.0,1,-1.768651608487339,3.128128512204851,1,0,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0
11400,1,1.02,631,80,19.0,1,-1.7659137577002042,3.1184513996348553,1,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
11400,1,1.1,1585,22,7.0,0,-1.763175906913073,3.1087892787187377,1,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0
10980,1,1.002,499,112,34.0,1,-1.7303216974674882,2.99401317672677,1,1,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0
10980,1,1.002,603,87,34.0,1,-1.7248459958932223,2.9750937095488816,1,1,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0
10980,1,1.01,975,43,26.0,1,-1.713894592744694,2.9374346750395004,1,1,0.8,0,1,0,0,0,0,0,0,1,0,0,0,0
10980,1,1.02,1475,24,17.0,1,-1.7056810403833005,2.9093478115230584,1,1,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0
10980,1,1.14,2610,10,5.5,1,-1.7029431895961658,2.9000155069919624,1,1,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0
10980,1,2.2,8860,2,1.66,0,-1.6974674880219034,2.8813958728913907,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
11120,1,1.01,951,46,21.0,1,-1.6372347707049961,2.6805376944054413,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0
11120,1,1.04,1210,31,13.0,1,-1.6317590691307338,2.662637659690399,1,0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0
11120,1,1.05,1265,30,11.0,1,-1.629021218343599,2.6537101298136636,1,0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0
11120,1,1.1,3005,10,7.0,1,-1.6262833675564679,2.6447975915908053,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0
11120,1,1.72,10860,2,2.1,1,-1.6235455167693367,2.6359000450218124,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1
11120,2,1.01,1110,36,21.0,1,-1.6153319644079396,2.609297355238013,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
11120,2,1.06,1885,17,10.0,1,-1.6125941136208084,2.600459775284481,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
11120,2,1.1,1050,42,7.0,1,-1.6098562628336772,2.591637186984814,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0
11120,2,1.14,3115,9,5.5,1,-1.6071184120465425,2.582829590339,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0
11120,2,1.33,4925,5,3.4,1,-1.6043805612594113,2.5740369853470635,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
11120,2,1.01,262,189,23.0,1,-1.5605749486652982,2.435394170401698,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
11120,2,1.14,2070,16,5.5,1,-1.5550992470910323,2.4183336683030956,0,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
11120,2,1.14,3240,8,5.5,1,-1.5523613963039011,2.4098259047345976,0,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0
11120,2,1.28,4245,6,3.75,1,-1.54962354551677,2.401333132819965,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0
11120,2,1.12,6600,3,6.0,1,-1.5468856947296388,2.3928553525591973,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
10610,2,1.28,3805,7,3.75,1,-1.5414099931553729,2.3759447669992464,0,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0
10610,2,1.28,5055,5,3.75,1,-1.5359342915811105,2.359094148054768,0,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0
10610,2,1.06,3300,9,10.0,1,-1.5304585900068446,2.342303495725739,0,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0
10610,2,1.14,3330,8,5.5,1,-1.5277207392197134,2.3339306570420275,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0
10610,2,1.57,12030,1,2.37,1,-1.5249828884325787,2.325572810012171,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1
12260,2,1.002,579,98,34.0,1,-1.3470225872689952,1.8144698506128576,1,1,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0
